Município;Sigla da Unidade da Federação;Área da unidade territorial;Estabelecimentos de Saúde SUS;Índice de Desenvolvimento Humano Municipal - 2010 (IDHM 2010);Matrícula - Ensino fundamental - 2012;Matrícula - Ensino médio - 2012;Pessoal ocupado total;PIB per capita a preços correntes;População residente - Homens;População residente - Mulheres;População residente que frequentava creche ou escola;População residente, religião católica apostólica romana;População residente, religião espírita;População residente, religião evangélicas;Valor do rendimento nominal mediano mensal per capita dos domicílios particulares permanentes - Rural;Valor do rendimento nominal mediano mensal per capita dos domicílios particulares permanentes - Urbana;Valor do rendimento nominal médio mensal dos domicílios particulares permanentes com rendimento domiciliar, por situação do domicílio - Rural;Valor do rendimento nominal médio mensal dos domicílios particulares permanentes com rendimento domiciliar, por situação do domicílio - Urbana;Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência que exerciam o trabalho principal no município de residência;Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência que exerciam o trabalho principal em mais de um município ou país;Pessoas de 10 anos ou mais de idade, Sem instrução e fundamental incompleto - Total;Pessoas de 10 anos ou mais de idade, Fundamental completo e médio incompleto - Total;Pessoas de 10 anos ou mais de idade, Médio completo e superior incompleto - Total;Pessoas de 10 anos ou mais de idade, Superior completo - Total;Taxa de analfabetismo da população de 15 anos ou mais de idade - 2000 - total;Taxa de analfabetismo da população de 15 anos ou mais de idade - 2010 - total;Unidades domésticas por tipo - nuclear - homem com filho(s);Unidades domésticas por tipo - nuclear - mulher com filho(s)
420820;SC;288,274;74;0,795;26048;8050;85921;83075,82;90111;93262;55836;113088;2375;51733;700;764,25;2797,46;3254,3;89322;2120;63577;34304;42635;16377;5;3;1,8;13
420830;SC;57,803;18;0,796;6895;1957;16592;13579,85;22391;23406;12456;28999;1394;11796;505;792;1731,73;3349,56;18872;608;15942;8696;10271;4563;4,9;2,8;1,7;11,7
420840;SC;282,704;6;0,775;1951;775;6853;32737,86;7858;7551;4749;14599;31;685;605;716,67;3404,03;2548,13;8909;91;6440;2437;3386;1109;4,3;3,3;1,2;7,1
420845;SC;248,409;9;0,761;2258;635;2968;11633,11;7447;7316;4224;9464;358;3633;510;625;1615,01;2329,79;6604;118;5833;2651;3126;1050;6,1;3,9;2;11
420850;SC;336,929;17;0,748;3266;882;6217;21349,98;11095;11155;7016;17767;96;4113;510;700;2434,01;2866,54;13006;153;10888;3453;3043;1397;6,5;4,6;1,5;9,4
420860;SC;191,931;2;0,732;496;150;849;15624,31;2013;2028;977;3763;.;273;600;588;3082,73;2147,73;2296;105;2172;543;636;216;10,2;7,3;1;9,1
420870;SC;431,379;8;0,716;1306;402;2123;16051,85;5262;5347;3044;9445;20;999;450;605;1728,6;2329;5409;129;5480;1460;1733;529;10,5;7,6;2,2;11,2
420880;SC;328,347;12;0,721;2308;550;3728;12804,28;8625;8665;4562;13850;34;2775;522,5;575;1852,72;2187,92;7435;177;8734;2799;2677;773;9,5;6,5;1,5;9,3
420890;SC;529,536;46;0,803;19218;6175;78786;36726,01;71801;71322;42449;100621;782;36746;600;875;2334,23;3592,63;81954;584;44943;26533;37318;14707;2,7;1,8;1,6;9,7
420895;SC;67,683;1;0,709;234;55;359;10566,1;900;866;518;1549;.;182;592,5;510;2453,32;1842,52;991;2;975;246;266;80;9,7;9;2;7,7
420900;SC;232,226;20;0,827;3831;1160;18504;34766,58;13008;14012;8235;22445;246;3612;625;863,33;2456,01;4094,56;13255;518;8731;4272;6767;3834;4,9;3,2;1,6;13,3
420910;SC;1126,106;120;0,809;69221;21274;223127;35854,42;255756;259532;150047;335698;6202;145967;600;800;2498,93;3645,85;268982;2830;156161;91315;141088;54860;3,4;2,3;1,7;11,6
420915;SC;405,229;11;0,694;980;231;1023;13184,64;2392;2329;1389;3264;2;1404;467,5;683,67;1900,63;2393,5;2387;.;2489;749;523;152;11,2;6,3;2,5;7,6
420917;SC;92,054;1;0,719;318;92;296;14644,84;1094;1054;572;2040;.;103;324;510;2618,82;1748,79;965;24;1176;313;303;52;15,4;10,2;1,7;7,2
420920;SC;68,892;2;0,781;298;83;436;12908,21;1096;1103;548;2091;5;94;871,67;655;3702,57;2413,19;1223;.;1082;321;419;119;6,7;5,4;1,1;7,2
420930;SC;2631,504;70;0,77;22912;6263;44904;17194,18;75952;80775;48154;119703;2664;28568;510;550;1785,51;2824,31;67158;1473;59675;26228;33123;14220;7,2;5;2,2;15,1
420940;SC;441,565;30;0,752;6388;1660;8230;10167,57;25305;26257;13742;40234;1419;6239;500;540;1694,56;2166,39;18893;354;22424;8179;11435;2833;8,5;5,6;1,7;12,8
420945;SC;65,284;1;0,771;201;33;296;17662,47;756;734;364;1385;.;86;711,33;567,5;3467,25;2293,21;749;13;719;273;244;89;9,4;7,4;2;7,3
420950;SC;79,585;2;0,749;759;227;2070;26042,75;3001;3003;1616;5472;10;380;510;765;1936,36;2758,33;3057;83;2756;978;1171;349;5,9;3,9;1,3;9,6
420960;SC;270,781;12;0,735;1876;593;3214;11450,85;7187;7180;3910;12258;45;1708;510;576;2063,12;2136,13;4945;63;6233;2349;3123;644;7,6;4,8;1,8;10,5
420970;SC;941,486;6;0,649;2092;493;1381;17401,63;6081;5757;3710;8838;.;2656;365;340;1367,85;1418,96;4599;54;6281;1651;1355;252;15,5;12;2,1;8,1
420980;SC;291,214;2;0,686;502;125;367;18702,41;1754;1611;871;2780;.;566;505;617,5;2355,64;3677,47;1850;8;2038;392;334;96;13,2;10,4;0,7;4,2
420985;SC;188,636;4;0,743;544;168;1405;19016,64;2393;2249;1096;4305;.;323;616;700;2982,35;2600,64;2610;50;2420;608;904;145;8,3;5,4;1,9;6,9
420990;SC;197,11;3;0,704;1510;340;2957;12521,04;5126;5118;3499;7974;16;2162;565;720;2079,07;2624,51;4615;179;5351;1697;1258;357;7,4;5,1;1,3;10,1
421000;SC;259,882;8;0,737;1564;474;4310;24731;5383;5055;3134;9149;.;1082;648,25;800;3149,72;3195,32;6062;49;5517;1334;1522;469;5,5;4,4;1,7;7,1
421003;SC;118,382;2;0,789;682;359;1804;15428,49;2740;2860;1470;4175;8;1375;625;833,33;2811,65;3070,73;2278;120;2491;843;1225;517;4;2,2;1,3;11,6
421005;SC;259,642;2;0,662;308;45;275;16326,5;948;878;448;1671;.;148;500;500;1654,03;2047,24;906;2;1134;209;179;47;11;9,6;2,2;5,8
421010;SC;1404,034;19;0,777;7892;2272;14449;17904,01;26251;26661;15517;44472;583;6287;510;614;2504,95;2548,84;23827;550;21514;9309;10867;3352;4,7;3,5;1,8;12,2
421020;SC;285,723;7;0,698;412;134;807;10868,59;1672;1607;1298;2859;.;406;510;700;1784,45;3457,45;1713;8;1920;433;396;96;10,4;7,5;1,4;8,5
421030;SC;525,495;11;0,69;1096;318;725;16346,77;3799;3680;1935;6873;17;537;386,25;450;1438,46;1673,57;3402;6;4035;1005;1049;255;9,9;6,1;1,5;10,3
421040;SC;62,463;3;0,768;921;257;1806;18138,56;3248;3156;1758;4661;23;801;510;582;1936,55;3187,07;2717;41;2879;975;1348;278;7,5;5,5;1,3;10,4
421050;SC;171,284;8;0,781;2911;934;8510;17492,03;10907;11194;6595;16412;123;5094;630;666,67;2697,19;2704,61;11921;584;9098;3726;4566;1741;7;4,9;1,5;9,7
421055;SC;104,066;1;0,743;291;83;261;14633,92;1135;1068;616;2103;.;81;740;510;3505,47;2265,25;1208;2;1220;319;351;88;13;8,4;1,9;7
421060;SC;374,078;7;0,774;1788;572;5567;22314,07;7449;7225;3778;11078;.;3384;668,33;833,33;2447,75;3062,6;7864;114;6431;2597;3077;706;6;3,4;1,4;8,1
421070;SC;433,073;2;0,657;506;109;525;9749,31;1475;1364;866;2172;.;508;300;400;1299,91;1475,52;1296;3;1635;378;250;72;13,9;10,8;1,9;8,2
421080;SC;187,057;9;0,738;802;269;1769;17700,24;3458;3542;1899;5822;.;1062;510;675;2279,96;2550,99;3402;60;3258;1078;1310;443;8,9;5,2;1,8;8,1
421085;SC;335,725;1;0,708;417;99;577;13694,4;1273;1240;675;2069;7;424;500;510;1818,89;1662,02;1343;4;1271;445;348;99;10,9;7,9;1,4;7,2
421090;SC;91,106;4;0,76;580;171;1009;13704,18;2070;1975;1180;3377;.;668;627,14;634,17;2870,81;2621,55;2326;109;1958;641;726;206;8,3;6,6;1,8;9,6
421100;SC;202,145;5;0,748;1206;352;2688;29556,65;5422;4809;2724;5533;.;4553;510;655;2238,9;2529,77;6493;85;4745;1621;2133;531;6,3;4,4;1,5;8,1
421105;SC;193,52;5;0,643;1707;349;2381;13535,37;4740;4572;3269;7336;4;1878;320;376;1209,65;1529,97;3042;22;5271;1294;734;290;13,7;12,5;2,2;10,4
421110;SC;573,585;5;0,675;1467;402;1073;14052,58;4283;4063;2461;6396;8;1776;333,33;403,33;1223,77;1692,05;3274;91;4545;1233;927;242;12,1;7,4;2,2;10,5
421120;SC;83,12;15;0,738;2472;589;6993;25285,45;8078;8048;4417;12001;38;3442;666,67;666,67;2406,53;2533,87;7512;262;7530;2973;2629;633;7,4;5,3;1,5;11,4
421125;SC;258,184;3;0,701;342;121;3166;31236,61;1513;1377;714;2636;.;191;500;655;2917,32;2213,59;1696;17;1761;420;223;130;10,6;6,1;2,2;6
421130;SC;112,024;26;0,736;9869;2071;15973;23104,99;30158;30398;18701;36874;570;17472;660;604,4;2417,77;2459,28;20745;521;26610;10276;11102;2879;7,6;4,2;1,9;10,8
421140;SC;64,892;2;0,765;594;191;1251;17367,69;2205;2070;1328;3604;7;566;850;644,5;4337,74;2644,29;2511;176;2030;655;804;228;8,2;5,7;1,9;8,3
421145;SC;137,547;0;0,736;621;200;602;13368,57;2210;2057;1268;3582;24;649;510;570;3050,18;2534,41;2173;26;2428;601;561;138;14,7;9,1;2,1;5,2
421150;SC;402,887;4;0,748;1464;438;5836;16585,13;6181;6009;3292;10755;18;1232;620;765;2243,52;2871,65;6327;48;5961;2013;2061;662;6,4;3,7;1,5;9,5
421160;SC;295,036;15;0,768;1711;517;7771;31340,62;6719;6590;3958;11654;17;1361;524;666,67;2250,38;2851,99;6097;65;5863;2129;2651;774;5;3,2;2,1;7,6
421165;SC;151,852;1;0,706;407;198;354;22127,76;1450;1300;790;2632;.;115;510;600;2065,63;2157,25;1880;5;1569;322;338;119;12,7;13;1,8;5,2
421170;SC;548,792;26;0,755;2815;757;8003;23528,89;10634;10759;6043;19115;54;1971;582,5;661,67;2576,01;2775,6;10820;207;9977;3286;3927;1161;6,4;4,4;1,7;10,2
421175;SC;845,009;7;0,74;2368;628;5699;30684,55;8262;8075;4899;13124;88;2819;357,5;570;1498,33;2223,36;6959;349;6924;2795;3033;885;9,3;6,6;1,3;8,1
421180;SC;213,674;3;0,774;839;217;1198;10479,56;3671;3701;1945;6798;34;432;862;680;4400,84;2547,85;3056;86;3601;1069;1388;400;5,8;4,3;1,6;8,9
421185;SC;189,224;1;0,695;308;82;350;25036,68;1150;1121;678;1911;.;323;340;700;1505,45;3050,27;760;21;1183;353;303;114;11,2;11,7;1,8;7
421187;SC;85,757;1;0,718;263;65;245;11581,7;939;824;441;1099;.;650;510;750;1979,64;2426,3;973;15;985;234;262;62;11;9,2;3,7;8,9
421189;SC;740,183;1;0,664;341;65;222;15828,84;1232;1121;600;2146;2;180;400;420;1663,41;1647,75;1094;10;1311;374;234;93;13,5;10,1;2,6;7,1
421190;SC;395,133;18;0,757;20179;4621;38369;14714,01;68436;68898;41365;97332;4685;23698;600;740;2525,11;2750,72;43556;2538;52851;25088;31984;7319;6,5;3,9;1,9;12,5
421200;SC;330,104;6;0,704;1152;333;1648;17912,36;3957;3808;2379;6529;.;1137;466,67;510;2024,38;2215,12;4334;29;3986;1317;931;358;12,8;9;1,7;8,9
421205;SC;289,297;3;0,671;406;81;605;24334,81;1221;1152;660;1961;.;399;400;500;1361,14;1774,17;1008;25;1348;306;269;74;15,2;11,3;3,1;7,5
421210;SC;352,505;11;0,737;1869;572;3546;22949,35;8018;8002;4313;11350;46;4325;584;640;2847,19;2644,12;8832;311;8188;2472;2553;858;8,7;6,9;1,4;8,5
421220;SC;747,862;11;0,704;2840;752;2947;17409,52;9172;8756;5313;15785;102;1704;350;552;1623,92;2314,63;9464;95;9408;2531;2522;613;10,6;6,8;2,1;11
421223;SC;181,243;2;0,7;594;177;380;12220,92;2091;1989;1186;3344;6;709;510;560;2691,59;1886,36;2322;15;2510;486;462;126;12,5;11,1;2,1;5,6
421225;SC;95,114;1;0,72;980;222;869;11463,01;3352;3275;1984;5062;146;951;387,5;510;1530,76;1903,42;2204;64;2792;1225;1299;235;8,3;6,9;2,2;11
421227;SC;619,156;5;0,659;863;169;795;11849,51;2241;2184;1452;4017;.;379;318,33;523,33;1356,5;2366,39;2355;.;2472;536;530;148;16,9;9,6;1,7;6,2
421230;SC;449,679;4;0,716;1046;193;1577;13986,88;3404;3288;1782;4591;11;1533;500;537,5;1863,49;2177,07;2187;43;3576;1000;949;229;17;11,1;1,1;9,7
421240;SC;159,309;8;0,728;467;111;1120;16551,78;2098;2009;989;3790;.;288;518;705;2039,53;2196,85;1791;33;2275;602;608;162;6,9;5;1,2;9
421250;SC;58,758;12;0,743;3648;1165;5620;12736,29;12538;12603;7000;16342;318;6983;552,5;633,33;2122,07;2498,8;8822;487;11673;4831;3988;1104;7,7;3,5;1,4;10,8
421260;SC;95,842;2;0,766;346;90;601;15848,49;1484;1504;760;2383;3;593;645;670;2974,09;2558,64;1812;27;1592;374;557;144;4,7;2,1;2,1;7,5
421270;SC;305,871;3;0,716;786;261;1029;18519,09;3165;2966;1567;4055;9;2020;510;713,33;2414,24;2774,67;3709;72;3481;854;755;226;8,3;7,5;1,1;4,8
421280;SC;99,413;8;0,756;2917;770;4442;15364,31;8521;8557;4672;11033;286;4592;512;681;1924,03;2639,11;6391;413;6991;2851;3382;1194;6,5;4,5;1,8;11,9
421290;SC;128,159;3;0,783;2269;669;6617;22684,34;8177;8155;5487;14194;32;1693;670;682,5;2768,51;2881,97;9500;222;6839;2521;3676;1145;7,8;5;1,1;8,1
421300;SC;65,856;2;0,777;455;126;1059;24616,03;1616;1531;948;2915;7;191;669,71;760;2644,37;3419,46;1880;76;1424;505;577;225;5,3;4,6;1,9;8,2
421310;SC;145,976;3;0,758;655;258;1727;16906,43;2373;2413;1271;3680;29;944;510;725;1526,55;2576,27;2509;44;2245;604;1025;310;5;5,4;1,9;9,2
421315;SC;62,461;1;0,751;371;133;743;12896,75;1383;1271;735;2200;.;391;514;600;2711,99;2203,7;1487;29;1397;396;428;141;13,9;12;1;6,1
421320;SC;214,727;12;0,78;3597;977;14533;31644,37;13904;13855;6749;9948;77;16676;700;832,5;2808,23;3315,39;15347;100;11603;5329;5104;2289;1,9;1,7;1,9;9,2
421330;SC;568,96;7;0,673;851;206;753;12191,64;2454;2440;1444;4069;4;682;340;490,67;1359,82;1729,74;1716;48;2683;620;607;158;14;11,3;2;11
421335;SC;399,239;1;0,689;546;109;832;21041,83;1644;1659;987;2633;3;531;255;375;1114,48;1730,18;1176;67;1696;476;436;122;14,2;9,6;1,9;12,9
421340;SC;564,489;11;0,693;1697;419;2419;11676,87;5534;5497;3355;8701;.;2180;383,33;510;1439,7;2118,12;4188;132;5454;1623;1569;506;12,7;9,7;1,7;11,1
421350;SC;93,632;9;0,76;2505;520;4876;29388,19;7998;8085;4488;10065;309;4445;466,67;705;1780,01;2705,43;5877;256;6866;2544;3342;983;8;4,6;1,7;10,5
421360;SC;845,34;16;0,786;5114;1888;6520;9817,9;16448;17045;10377;27606;322;4365;411,67;600;1432,45;3036,61;11545;375;12966;5171;6944;3404;5,1;3,4;2,2;14,3
421370;SC;359,393;7;0,72;2216;501;4282;17638,29;7504;7306;3912;12261;9;2311;510;638,75;1981,03;2546,19;7858;175;7408;2512;1976;584;8,4;5,7;1,4;7,8
421380;SC;284,127;7;0,718;984;291;1638;11836,01;3658;3609;1985;6073;47;860;390;550;1285;2022,76;3524;63;3561;1260;1119;354;12,3;9,6;2,3;11,7
421390;SC;65,605;1;0,77;225;90;234;12462,93;881;844;446;1413;.;296;968,33;631,67;5333,23;1846,97;1160;29;1009;229;234;70;6,5;4,7;1,3;7
421400;SC;294,265;11;0,759;1940;507;6209;20135,73;7404;7483;4067;11420;7;3101;620;770,67;3204,74;2909,94;8841;110;7079;2652;2382;741;4,2;3,1;2;8,6
421410;SC;225,661;1;0,737;302;98;337;15137,01;1167;1117;671;2065;1;214;666,67;633,33;2354,38;3773,93;1472;15;1272;332;304;81;13,4;11,4;1,7;8,3
421415;SC;86,153;1;0,706;437;130;723;13018,22;1421;1337;754;2396;5;335;510;500;2228,23;1755,43;1608;19;1461;443;428;42;11,6;10,4;1,6;5,7
421420;SC;280,258;9;0,73;1250;463;3131;16670,16;5168;5080;2774;8675;5;1274;524,5;570,67;2429,24;2123,97;5978;123;4985;1524;1866;575;10,9;8,3;1,9;7,2
421430;SC;286,288;2;0,753;384;113;677;16036,19;1398;1350;667;1211;19;1460;510;765;2314,18;2485,5;1663;.;1416;437;426;153;13,7;7;2,2;6,3
421440;SC;317,999;2;0,697;943;174;1088;13006,05;3153;2990;1724;4529;3;1425;600;568,33;2697,07;1984,47;2953;118;3400;987;678;205;8,1;6;1,5;9,6
421450;SC;506,249;5;0,729;908;247;1166;17390,06;3179;3013;1663;5539;17;564;510;605;2188,28;3125,06;3752;45;3082;987;973;244;7,8;5,8;1,5;7,6
421460;SC;247,805;4;0,754;924;247;1587;17204,68;3599;3491;1706;6539;6;472;666,67;687,67;3125,7;3052,35;3842;38;3844;987;1058;248;6,3;4,8;1,5;7,3
421470;SC;554,077;6;0,729;1061;341;3151;16690,8;5268;5016;2265;8371;.;1727;600;750;2150,48;2922,34;5042;37;5195;1915;1461;426;3,9;3;2,6;8,6
421480;SC;260,357;42;0,802;8113;2945;32922;21847,35;29978;31220;18497;47384;457;11960;542,5;855;2260,61;3493,76;33096;510;22880;10064;13906;6095;5;2,8;1,9;12,5
421490;SC;302,867;3;0,806;470;151;1058;18313,68;2294;2152;1055;4282;.;158;810;800;6477,51;3306,19;3058;53;2003;756;938;269;4,4;2,9;2,3;3,8
421500;SC;907,311;25;0,738;6320;1640;12733;14520,51;19977;19869;12245;31928;252;6730;300;532,5;1327,58;2295,4;17693;264;16934;7173;7108;1951;4,8;3,8;2,1;10,9
421505;SC;282,504;1;0,653;391;83;418;11832,89;1245;1191;683;2335;7;83;347,33;510;1407,3;1894,58;1261;14;1387;345;260;85;12,3;9,5;1,7;8
421507;SC;191,973;4;0,714;645;284;730;11118,55;2498;2340;1396;3608;3;1185;500;575;2110,17;1965,42;2781;47;2693;723;620;135;11,2;8,4;1,7;7,4
421510;SC;129,934;3;0,754;1133;300;4227;14002,8;5487;5435;2334;9137;30;1594;573,33;775;1909,58;3165,76;4712;62;5604;2041;1646;445;4,7;3,9;2;11,2
421520;SC;225,852;4;0,692;701;239;736;11946,03;2793;2758;1497;4638;4;884;630;510;2621,74;2138,78;3081;49;3371;724;569;173;11,2;11,4;1,4;8,8
421530;SC;179,347;6;0,744;948;349;2234;13759,77;3772;3598;2045;6588;50;662;510;670;2190,74;2664,8;4102;186;3481;1192;1421;281;6,3;4,6;1,5;8,2
421535;SC;156,531;1;0,654;658;171;392;12983,31;2040;1921;1187;3044;.;825;333,33;510;1498,74;1569,81;2282;4;2329;517;400;83;17,5;14;1,1;7,6
421540;SC;105,068;2;0,784;540;167;1588;31808,86;2189;2112;1296;3981;.;225;510;663,33;2224,1;3411,81;2243;51;1890;725;817;306;8,9;7,3;2;10
421545;SC;82,892;7;0,7;1698;379;4831;15310,63;5322;5078;2871;8259;32;1823;560;632,5;2279,23;2733,56;5256;83;5638;1711;999;189;10;7,3;1,5;8,9
421550;SC;1145,81;11;0,698;2618;735;4724;15421,95;7849;7908;4822;12807;9;2502;255;466,67;1399,41;2182,24;6320;104;7601;2583;1964;669;12,4;9,7;2,1;11,7
421555;SC;81,695;1;0,727;301;102;428;13483,13;1236;1146;607;2221;.;134;517,5;555;2156,33;2080,71;1612;33;1285;335;418;64;9,9;9,8;1,4;8,2
421560;SC;202,004;1;0,757;233;87;403;17503,59;1092;973;554;1805;.;258;602;855;2386,99;2806,63;1483;.;1017;310;442;84;6,3;4,8;0,5;7,2
421565;SC;151,03;6;0,705;1125;865;1339;10509,11;4050;4004;2295;6346;5;1516;510;557,25;1771,89;2066,98;3810;329;4302;1242;1082;278;9,6;6,6;1,5;9,3
421567;SC;715,263;6;0,669;1265;394;642;15162,12;4700;4067;2583;8198;4;474;306,67;510;1386,19;2325,95;4413;5;4990;1329;962;174;9,1;5,7;1,8;7,1
421568;SC;118,805;1;0,682;464;141;258;13076,27;1493;1403;780;2349;.;533;409;510;2044,33;2363,4;1739;9;1688;449;267;96;15,9;13,2;1;8,7
421569;SC;73,836;1;0,728;202;69;244;14391,47;754;711;412;1301;.;164;510;466,67;2749,85;2154,92;756;8;808;216;180;75;13,1;11,4;2,1;5,5
421570;SC;344,049;6;0,781;2740;974;5829;12295,39;9984;9839;5445;17448;366;1503;612,5;757,5;2489,43;2876,38;7262;298;7866;3640;4646;1234;7,2;5,1;1,4;10,8
421575;SC;144,856;1;0,677;481;147;318;15932,81;1407;1270;854;2416;.;243;405;510;1563,46;1746,34;1526;.;1530;361;302;90;13,4;11,5;2,1;6,2
421580;SC;501,634;39;0,782;10629;3193;31550;23664,02;37239;37562;25718;58383;479;14244;575;633,33;2208,79;2920,94;37172;632;26951;13299;17112;6210;3,4;2,4;1,8;11,5
421590;SC;460,364;3;0,731;333;96;494;11745,69;1551;1457;699;2187;.;776;510;750;2104,94;2944,81;2018;4;1654;512;397;119;6,2;3,7;2,1;7,7
421600;SC;161,292;8;0,769;1107;315;2534;15241,86;5171;5120;2700;8894;32;1210;580;681,5;3099,8;2864,97;5736;69;4691;1545;2038;762;7,4;4,8;1,4;9,4
421605;SC;351,1;2;0,665;733;125;1242;13697,99;2850;2162;1421;3672;11;1210;375;425;1491,53;1665,71;1580;67;2956;658;497;171;11,6;12,6;1,9;9,9
421610;SC;384,586;7;0,765;1271;412;1684;20882,22;4780;4711;2705;8233;13;870;510;510;2557,76;3305,26;5033;96;4610;1546;1538;501;11,4;9,3;1,6;10
421620;SC;498,646;28;0,762;6419;1799;12031;93592,8;21182;21338;12684;26402;806;11733;340;660;1476,64;2605,09;17597;118;15418;7825;10172;2633;5,4;3,7;2;12,1
421625;SC;163,304;2;0,761;651;243;1005;22804,37;3098;2938;1630;5943;.;81;641,25;755;2772,83;2745,83;3933;163;3028;1108;1050;260;0,9;1;0,9;5,3
421630;SC;221,051;9;0,74;3529;816;10560;15070,36;13287;12973;6766;20169;154;5023;600;725;2070,5;2610,27;15322;98;11540;5372;4629;885;5,4;3,4;1,7;11
421635;SC;151,42;4;0,738;583;178;697;17530,3;1790;1645;907;2935;.;429;510;600;2171,74;2378,85;1481;4;1697;559;603;56;9,3;6,6;2;4,7
421640;SC;183,358;6;0,695;962;254;823;11729,74;3530;3472;1819;6111;18;725;477;542;1532,34;2193;3731;33;3851;1022;951;238;12,2;7,7;1,9;9,2
421650;SC;1892,256;10;0,687;3335;820;4470;14615,98;12434;12378;6181;22705;374;1328;340;510;1314,43;2300,71;12011;94;12102;3713;3959;1257;9,8;5,8;2,1;9,7
421660;SC;152,387;33;0,809;25957;7815;102609;22729,04;101392;108412;63520;144375;10549;34314;510;900;1914,6;3498,92;73180;2610;60434;36108;63471;22287;4,5;2,7;1,9;15,8
421670;SC;281,029;5;0,731;1742;506;3456;19499,61;6892;6792;4368;12702;108;832;510;692,5;2736,24;2737,29;7553;347;7085;2003;2180;735;9,1;6;1,4;8,3
421680;SC;944,917;4;0,636;1319;458;758;9472,97;4801;4472;2463;8839;.;417;304;450;1064,83;1640,73;4348;7;5915;954;883;221;16,7;12,9;2,1;7,2
421690;SC;360,479;14;0,749;3065;960;8641;25457,45;10828;10964;6380;19396;76;1792;510;650;2646,35;2674,08;12461;367;9504;3321;4336;1490;10;6,7;1,5;9,3
421700;SC;107,663;4;0,755;1744;535;4372;21483,54;5625;5368;3269;10094;20;730;600;655;2343,84;2938,02;5665;297;4487;2011;2199;684;5,2;3,6;1,6;8,9
421710;SC;223,889;6;0,742;392;152;705;15173,68;1660;1549;704;2486;.;720;680;700;2438,14;3483,02;2135;7;1605;603;528;119;6,5;4,2;2,1;6
421715;SC;71,405;1;0,71;254;76;165;11580,89;979;925;517;1544;.;360;533,33;560;2173,22;3301,63;1263;11;1108;246;262;51;13;11,1;0,9;6,3
421720;SC;234,055;27;0,801;4321;1754;13152;17538,74;17650;18656;10839;29304;378;5533;520;775;2139,2;3289,49;20407;662;13554;5551;9298;3436;7,2;4,6;1,7;12,1
421725;SC;140,016;1;0,734;499;145;575;8660,45;2988;1716;847;3554;42;568;511;745;3167,62;2585,68;1435;3;2580;855;696;201;9,6;5,9;1,7;9,9
421730;SC;206,596;2;0,755;1091;420;3029;16415,56;4618;4398;2640;8043;7;869;592,5;655;2325,72;2468,48;5644;59;4225;1530;1700;494;5,2;4,4;1,3;6,2
421740;SC;164,381;8;0,769;2149;829;4576;15755,24;7801;7515;4994;8777;44;6117;755;739,8;2565,72;2814,49;6077;52;5599;3314;3383;754;3,6;2,1;1,7;7,8
421750;SC;311,391;14;0,779;1941;637;6615;31920,64;8525;8411;4604;13620;35;2946;900;675;5939,73;2785,81;10484;170;7808;2546;3397;1101;7,4;5,2;1,7;8,3
421755;SC;92,348;1;0,773;362;144;1088;13790,73;1634;1651;866;3014;.;262;620;660;2797,47;3083,7;2076;93;1691;482;566;169;9,9;6,1;1,9;6,7
421760;SC;261,664;6;0,774;1574;352;4205;19662,82;6480;6518;3447;10964;50;1519;637,5;700;2402,77;2885,34;5059;198;5475;2264;2918;661;5,5;4,3;1,9;12
421770;SC;143,329;13;0,728;3895;1180;8586;13384,55;13072;13541;7529;19878;137;5089;503,33;633,33;1906,27;2451,47;13227;732;12501;4661;4266;1293;8;5,4;1,5;14
421775;SC;112,872;1;0,707;378;126;386;12323,17;1437;1329;760;2547;.;212;510;547;2209,22;2201,07;1740;32;1600;387;332;70;12,7;13,5;2,2;5,3
421780;SC;692,883;16;0,761;2330;619;5917;20447,53;8690;8570;4894;12247;59;4448;565;705;2554,56;2698,82;10011;184;7968;2762;3091;1046;6;4,5;1,8;8,4
421790;SC;388,239;5;0,737;1107;333;2306;23794,07;4470;4204;2410;7798;6;793;560;700;2172,82;2897,52;4922;37;4591;1361;1104;475;7,1;6,6;2;7,5
421795;SC;57,944;1;0,717;233;71;179;12213,96;902;855;465;1227;.;514;510;523,33;1671,34;2043,34;960;.;990;256;228;65;13,9;10,3;1,4;6,5
421800;SC;279,578;13;0,76;4698;1275;11001;22039,76;15494;15466;8043;22281;445;5615;534;666,67;2030,23;2721,6;13740;465;13037;4821;7146;1553;8;5,9;1,9;12,9
421810;SC;330,089;4;0,72;651;188;874;10577,54;2693;2615;1381;4631;7;574;500;526,67;1784,66;2896,5;2348;55;2839;753;747;209;11,5;8,5;1,9;8,7
421820;SC;127,405;18;0,784;4351;1388;18502;26713,22;18244;18530;10238;21666;238;13592;668,75;850;3183,8;3874,4;19473;230;14415;6792;7568;3508;2,6;1,8;1,7;10,3
421825;SC;598,473;3;0,659;1292;359;1667;14339,16;3612;3555;2315;5116;36;1804;255;390;1158,2;1761,07;3273;6;3463;1171;900;191;15,9;9,6;2,4;9,4
421830;SC;437,555;7;0,706;3017;639;4665;22848,46;9057;9072;5417;12471;206;4014;461,17;416,67;1658,88;1879,05;5296;305;8023;2404;3692;779;8,7;6,5;1,6;12
421835;SC;157,084;2;0,774;394;94;1706;52665,01;1789;1738;873;3185;7;277;575;805;2325,56;2714,88;1459;6;1596;615;748;169;5,1;2,3;2;9
